,name,start
5279,Чемпионат Удмуртии,2018-11-18 11:00:00
5304,КАИ-Open,2018-11-18 12:30:00
5250,AI open,2018-11-18 14:00:00
4995,Вышкафест,2018-11-17 11:00:00
5158,Открытый кубок СПбГУ,2018-11-18 12:00:00
5263,Чемпионат Курской области,2018-11-18 12:00:00
5242,Чемпионат Перми и Пермского края,2018-11-18 13:00:00
5296,Чемпионат Минска. Лига А. Тур второй,2018-11-19 19:00:00
5197,Кубок молодёжи. День второй.,2018-11-16 18:00:00
5224,Литовский дивертисмент - I этап,2018-11-16 18:00:00
5326,Кубок молодёжи,2018-11-10 18:00:00
4990,Синхрон-lite. Выпуск XX,2018-11-16 18:55:00
5230,Гомельский Крысолов,2018-11-16 18:55:00
5096,Джокер,2018-11-16 19:00:00
5131,Хранители: Эпизод 2,2018-11-16 19:00:00
5238,Синхронный турнир ЛУК. Этап 1,2018-11-17 10:00:00
5265,Бауманиада. Отбор,2018-11-17 10:00:00
5249,Ноябрьский кабачок,2018-11-17 12:00:00
5202,Из Минска с любовью. Этап 2.,2018-11-17 19:00:00
5268,Чемпионат МГУ. Высшая лига. Первый игровой день,2018-11-23 19:00:00
5035,Кубок вМоГоТУ,2018-11-24 11:30:00
5341,Осенний чемпионат Тюменской области,2018-11-24 10:00:00
5299,Волжские зори,2018-11-24 13:00:00
5278,Осенний Кубок Екатеринбурга,2018-11-24 10:00:00
5317,Щит и меч,2018-11-25 10:00:00
5288,Мозгорейтинг. 2 этап,2018-11-25 12:00:00
5270,Чемпионат МГУ. Открытая лига. Первый игровой день,2018-11-26 19:00:00
5169,Кубок соседней галактики. Бета,2018-11-23 14:00:00
5106,Серия Гран-при. 3 этап. Гран-при Украины,2018-11-23 19:00:00
5215,"Зеркало чемпионата Баварии ""Золотой Мюнхен""",2018-11-23 19:00:00
5239,Синхрон Вышкафеста,2018-11-23 19:00:00
4984,ОВСЧ. 4 этап,2018-11-23 20:00:00
5311,Осенний петергофский кубок,2018-11-27 18:30:00
5048,Асинхронный кубок попкорна,2018-09-01 09:00:00
5351,Кубок первокурсника Томска,2018-12-01 14:00:00
5031,Чемпионат Выборга,2018-12-02 11:00:00
5277,Беловежская зима,2018-12-01 14:00:00
5297,Гвидон,2018-12-01 12:00:00
5184,Открытый кубок МГУ,2018-12-01 14:00:00
5336,Чемпионат Минска. Лига Б. Тур третий,2018-12-03 19:00:00
5301,6х6,2018-11-28 18:30:00
5085,Синхрон кубка Хамовников,2018-11-30 14:00:00
5160,Осенняя поляна,2018-11-30 19:00:00
5241,Синхрон простых вопросов,2018-11-30 19:00:00
4969,Открытый Кубок России,2018-11-30 19:00:00
5032,Выборгский синхрон,2018-12-01 14:00:00
5292,Синхронный кубок МГУ. Первая пара,2018-12-01 19:00:00
5300,Гран-при Бауманки. 1 этап,2018-12-02 00:00:00
5295,Кубок Тель-Авива,2018-12-07 14:00:00
5355,Студенческая лига Чемпионата Томска,2018-10-06 00:00:00
5192,Бауманиада. Суббота,2018-12-08 13:00:00
5353,Первая лига Чемпионата Томска,2018-09-29 00:00:00
5340,Открытый чемпионат Белгородской области,2018-12-08 14:00:00
5330,Первенство РГУ нефти и газа,2018-12-08 16:00:00
5344,Перекрёсток. Зима,2018-12-08 15:00:00
5318,ТОСИК Open Winter,2018-12-08 14:00:00
5356,Высшая лига Чемпионата Томска,2018-09-23 00:00:00
5175,Гостиный Двор,2018-12-08 12:00:00
5319,Бауманиада. Воскресенье,2018-12-09 13:00:00
5214,Самариум,2018-12-08 13:00:00
5243,ТрЭК-12,2018-12-08 12:00:00
5006,Школьный Синхрон-lite. Выпуск 2.2,2018-11-09 14:00:00
5007,(а)Синхрон-lite. Лига старта. Эпизод II,2018-11-09 14:00:00
5342,Чемпионат Минска. Лига А. Тур третий,2018-12-10 19:00:00
5271,Чемпионат МГУ. Открытая лига. Второй игровой день,2018-12-10 19:00:00
5190,Просто наступила зима,2018-12-07 14:00:00
4972,Балтийский Берег. 2 игра,2018-12-07 19:05:00
5040,Научпоп,2018-12-07 19:00:00
5248,"ОЧВР, третий тур",2018-12-07 19:00:00
5293,Синхронный кубок МГУ. Вторая пара,2018-12-07 19:00:00
5379,ОЧВР,2018-10-19 19:00:00
5237,Бужский гард-2,2018-12-07 21:00:00
5203,Из Минска с любовью. Этап 3.,2018-12-08 19:00:00
5269,Чемпионат МГУ. Высшая лига. Второй игровой день,2018-12-14 19:00:00
5294,Открытый кубок филфака МГУ,2018-12-14 19:00:00
5348,Дзержинский марафон,2018-12-15 15:00:00
5337,Мозгорейтинг. 3 этап,2018-12-16 13:00:00
5281,Дружба народов,2018-12-15 12:00:00
5335,Кубок МИФИ,2018-12-16 10:00:00
4731,Девятый круг,2018-12-14 19:00:00
5315,Зеркало ТрЭК,2018-12-14 19:00:00
5321,Синхрон без Посредников. Выпуск 1.,2018-12-14 19:00:00
5329,Зеркало СамариУМа,2018-12-14 19:00:00
4985,ОВСЧ. 5 этап,2018-12-14 20:00:00
5059,Четвёртая октава: Ace of Base,2018-12-14 20:00:00
5286,Четвёртая октава: Ace of Base. Лига Наций: Украина,2018-12-14 20:00:00
5287,Четвёртая октава: Ace of Base. Лига Наций: Прибалтика,2018-12-14 20:00:00
5289,Четвёртая октава: Ace of Base. Лига Наций: Беларус,2018-12-14 20:00:00
5302,Гран-при Бауманки. 2 этап,2018-12-15 10:00:00
5339,"Зеркало фестиваля ""Гостиный двор""",2018-12-15 18:00:00
5347,"Кубок МТС, отбор",2018-12-22 12:00:00
5357,Кубок Караганды,2018-12-23 08:00:00
5349,Мемориал Дмитрия Павловца,2018-12-23 11:00:00
5352,Рождественский Кубок,2018-12-23 11:00:00
5375,Cotton Cup,2018-12-23 11:00:00
5323,Кубок княгини Ольги среди школьников,2018-12-23 13:30:00
5308,Смеющийся Хрусталь,2018-12-21 14:00:00
4991,Синхрон-lite. Выпуск XXI. Открытый микрофон,2018-12-21 18:55:00
5107,Серия Гран-при. 4 этап. Гран-при Азии,2018-12-21 19:00:00
5127,Лига Сибири. III тур.,2018-12-21 19:00:00
5345,Дружба на расстоянии,2018-12-21 20:00:00
5396,Всеармянский Интеллектуальный Фестиваль,2018-12-29 12:00:00
5309,Синхрон с человеческим лицом III,2018-12-26 20:00:00
5003,Нескучный кубок,2018-12-27 14:00:00
5182,Славянка - детям,2018-12-28 18:00:00
4913,Кубок Квасира,2018-12-29 19:00:00
5316,Кубок Оливье,2018-12-29 19:00:00
5405,Кавалькада волхвов,2019-01-05 06:00:00
5266,Холодная голова,2019-01-04 12:00:00
5378,Флаг Азербайджана,2018-12-21 00:00:00
5306,Краснодарский рождественский турнир,2019-01-07 12:00:00
5083,Ускользающая сова,2019-01-04 14:00:00
5103,Серия Premier. Громокипящий кубок,2019-01-04 19:00:00
5362,(2+0)*18,2019-01-05 12:00:00
5364,Зеркальное окно,2019-01-05 12:00:00
5179,Кубок соседней галактики. Гамма,2019-01-05 14:00:00
4772,Синхрон северных стран. Зимний выпуск,2019-01-05 19:00:00
5223,Memento memes III,2018-10-26 18:00:00
5251,Кубок Хайфы,2019-01-12 13:00:00
5314,ТРИОтлон,2019-01-11 14:00:00
5363,Краснодарский Рождественский Синхрон,2019-01-11 18:00:00
5097,Самая лёгкая лодка в мире,2019-01-11 19:00:00
5218,Коломенский Кремль,2019-01-11 19:00:00
5310,Кубок Золотой Свиньи,2019-01-11 19:00:00
5385,Синхронный Кубок Хайфы,2019-01-11 19:00:00
5055,Пятая октава: Тропик Козерога,2019-01-11 20:00:00
5380,Пятая октава: Тропик Козерога. Лига Наций: Украина,2019-01-11 20:00:00
5381,Пятая октава: Тропик Козерога. Лига Наций: Беларус,2019-01-11 20:00:00
5327,(а)Синхрон-lite. Лига старта. Новогодний бонус,2018-12-27 19:00:00
5404,Кубок МТС,2019-01-20 13:00:00
5141,Азовский бриз,2019-01-18 19:00:00
5163,Зимний Синхронный Умлаут,2019-01-18 19:00:00
5387,Конец прекрасной «Дружбы»,2019-01-18 20:00:00
5406,Синхронный турнир ЛУК. Этап 2,2019-01-19 10:00:00
5236,Гусарская лига. II сезон. II этап,2018-11-01 14:00:00
5324,Кубок малой Родины,2019-01-26 12:30:00
5426,Зимник,2019-01-26 09:00:00
5419,Всё пучком - 2,2019-01-25 19:00:00
4973,Балтийский Берег. 3 игра,2019-01-25 19:05:00
5275,Январское диминуэндо,2019-01-25 19:00:00
5307,"Синхрон петербургского клуба ""Коломна""",2019-01-25 19:00:00
5393,Мемориал Бориса Ханукаева,2019-01-25 20:00:00
5420,Львов зимой. Барон,2019-01-26 12:00:00
5331,Славянка без раздаток. 1 этап,2019-01-26 18:00:00
5458,Чемпионат школы №1568,2019-02-01 16:30:00
5415,"Главные вопросы жизни, вселенной и всего такого. Онлайн",2019-02-02 14:30:00
5358,Кубок Сигулды,2019-02-02 14:00:00
5217,Сова бьян,2019-02-01 18:00:00
5332,Гран-при Славянки. 1 этап,2019-02-01 18:00:00
5371,Международный Карагандинский Синхрон,2019-02-01 18:00:00
5074,Синхрон Моносова,2019-02-01 19:00:00
5119,Леденец,2019-02-01 19:00:00
5421,Львов зимой. Адвокат,2019-02-01 20:00:00
5438,Синхрон Лиги Разума,2019-02-02 00:55:00
5431,Rock Around the Clock,2019-02-02 08:00:00
5416,Гран-при Бауманки. 3 этап,2019-02-03 00:00:00
5372,Кубок ИРМ,2019-02-09 10:00:00
5464,Зимние игры,2019-02-09 11:30:00
5425,Чемпионат Владимирской области,2019-02-10 11:00:00
5280,Студенческий чемпионат Москвы,2019-02-10 11:30:00
5447,Фестиваль ЗабГУ,2019-02-09 16:00:00
5389,Синхронный кубок Беларуси,2019-02-09 00:00:00
5391,Чемпионат Минска. Лига Б. Тур четвёртый,2019-02-11 19:00:00
5440,Зеркало Кубка Сигулды,2019-02-08 14:00:00
5021,Синхрон-lite. Выпуск XXII,2019-02-08 18:55:00
5108,Серия Гран-при. 5 этап. Гран-при Беларуси,2019-02-08 19:00:00
5128,Лига Сибири. IV тур.,2019-02-08 19:00:00
5322,Зимняя Оказия,2019-02-08 19:00:00
5374,Улыбки зимней ночи,2019-02-08 19:00:00
5429,Розовая лента,2019-02-08 23:00:00
5303,Мемориал Дмитрия Коноваленко,2019-02-16 12:00:00
5457,Студенческий чемпионат Калининградской области,2019-02-16 14:00:00
5325,Славянка,2019-02-16 12:30:00
5229,Студенческий чемпионат Краснодарского края,2018-10-27 00:00:00
5354,Открытый кубок МПГУ,2019-02-17 12:00:00
5513,"Зимний Братский Кубок ""От Винта""",2019-02-18 20:00:00
5390,Открытый Синхронный кубок Беларуси,2019-02-15 00:00:00
5454,Эврика! - 11,2019-02-15 19:00:00
5430,Честный Эйб,2019-02-15 19:00:00
5450,Зимний Варан,2019-02-15 19:30:00
4986,ОВСЧ. 6 этап,2019-02-15 20:00:00
5518,ОВСЧ,2018-09-21 20:00:00
5333,Славянка без раздаток. 2 этап,2019-02-16 18:00:00
5204,Из Минска с любовью. Этап 4.,2019-02-16 19:00:00
5497,Первенство Сибири. Пролог,2019-02-22 09:00:00
5394,Онлайн Первенства Сибири,2019-02-24 10:00:00
5498,Первенство Сибири,2019-02-22 09:00:00
5350,Студенческий чемпионат Архангельской области,2019-02-24 12:00:00
5423,Кубок Ярослава Мудрого,2019-02-23 11:30:00
5493,Студенческие игры БГУ,2019-02-24 11:15:00
5455,Гульнi добрай Волi,2019-02-24 13:00:00
5515,Чемпионат Минска. Лига А. Тур четвёртый,2019-02-25 19:00:00
5008,Школьный Синхрон-lite. Выпуск 2.3,2019-01-25 14:00:00
5009,(а)Синхрон-lite. Лига старта. Эпизод III,2019-01-25 14:00:00
5334,Гран-при Славянки. 2 этап,2019-02-22 18:00:00
5052,Молодёжный кубок Европы. Этап 1,2019-02-22 19:00:00
5186,VERSUS: Коробейников vs. Матвеев,2019-02-22 19:00:00
5437,Зеркальный этаж,2019-02-22 19:00:00
5478,Зеркало Открытого кубка МПГУ,2019-02-22 19:00:00
5060,Шестая октава: СИ-Мажор,2019-02-22 20:00:00
5320,Feminism But Also the Robots,2019-02-22 20:00:00
5434,Шестая октава: СИ-Мажор. Лига Наций: Украина,2019-02-22 20:00:00
5435,Шестая октава: СИ-Мажор. Лига Наций: Прибалтика,2019-02-22 20:00:00
5436,Шестая октава: СИ-Мажор. Лига Наций: Беларусь,2019-02-22 20:00:00
5459,Синхронный Кубок Ростова - день 1,2019-02-22 20:00:00
5456,Игры доброй воли,2019-02-23 14:00:00
5469, Кубок Белоярской АЭС,2019-03-02 09:00:00
5422,Гран-при им. Г.В. Плеханова,2019-03-02 11:00:00
5564,Молодёжный чемпионат Нижегородской области,2019-02-01 00:00:00
5470,Кубок Арктики,2019-03-02 12:00:00
5360,Этажи,2019-03-02 10:00:00
5399,Кубок ФИСИ. Первый тост,2019-03-01 11:00:00
5427,День D,2019-03-02 10:00:00
5481,Хрустальный Козёл. Этап второй,2019-03-01 18:00:00
4974,Балтийский Берег. 4 игра,2019-03-01 19:05:00
5274,Умами,2019-03-01 19:00:00
5410,Серия Premier. Кубок тёмных лошадок,2019-03-01 19:00:00
5452,ВДИ - март,2019-03-01 19:00:00
5395,Синхрон Первенства Сибири,2019-03-02 00:00:00
5499,Синхрон СтудЧемпионата Москвы,2019-03-02 09:00:00
5496,Всё пучком - 3,2019-03-02 10:30:00
5526,U-Mind Games – взрослые,2019-03-09 08:00:00
5539,U-Mind Games – студенты,2019-03-09 08:30:00
5550,Студенческая лига Казани,2018-09-29 00:00:00
5482,Мартовский лев,2019-03-10 10:00:00
5507,Кубок главы города Иваново,2019-03-10 13:00:00
5343,Кубок Физтеха,2019-03-09 12:00:00
5441,Открытый кубок Мордовии,2019-03-09 12:00:00
5111,Открытый чемпионат Кипра,2019-03-08 19:00:00
5542,Чемпионат Минска. Лига Б. Тур пятый,2019-03-11 19:00:00
5467,Синхронный турнир ЛУК. Этап 3,2019-03-09 10:00:00
5471,Синхрон ЛУК,2018-11-17 10:00:00
5129,Лига Сибири. V тур.,2019-03-08 14:00:00
5383,ВДИ - Играют только дамы,2019-03-08 16:00:00
5474,Арктическое зеркало,2019-03-08 18:00:00
5070,Синхрон-lite. Выпуск XXIII,2019-03-08 18:55:00
5187,VERSUS: Ершов vs. Рух,2019-03-08 19:00:00
5377,Литовский дивертисмент - II этап,2019-03-08 20:00:00
5560,Вторая лига чемпионата Харьковской области,2019-03-13 14:00:00
5570,Турнир малых факультетов МГУ,2019-03-15 19:30:00
5451,Весна в ЛЭТИ,2019-03-16 12:00:00
5472,Открытый Кубок Зеленограда,2019-03-17 13:00:00
5535,Кубок Тышкевичей,2019-03-17 12:00:00
5511,KFC,2019-03-15 18:00:00
5411,Серия Premier. Мартовские иды,2019-03-15 19:00:00
5466,Синхрон студенческого фестиваля Этажи,2019-03-15 19:00:00
5480,Синхрон кубка Физтеха,2019-03-15 19:00:00
5098,"Ра-II: синхрон ""Борского корабела""",2019-03-15 19:30:00
5397,Фламандский гамбит,2019-03-15 20:00:00
5578,Межфакультетский кубок МГУ. Отбор №1,2019-03-19 19:00:00
5510,Другие берега,2019-03-16 10:00:00
5536,Такелаж «Жанетты»,2019-03-16 10:30:00
5205,Из Минска с любовью. Этап 5.,2019-03-16 19:00:00
5590,Межфакультетский кубок МГУ. Отбор №2,2019-03-21 19:00:00
5388,Олимпиада Приволжского федерального округа. Финал,2019-03-22 12:00:00
5522,Финал ОЧВР,2019-03-23 13:00:00
5490,Чемпионат США,2019-03-24 01:00:00
5494,Школьный чемпионат Украины,2019-03-24 14:00:00
5577,Чемпионат Минска. Лига А. Тур пятый,2019-03-25 19:00:00
5593,Межфакультетский кубок МГУ. Отбор №3,2019-03-25 19:00:00
5188,Турнирум,2019-03-22 14:00:00
5512,36 мгновений весны в ЛЭТИ,2019-03-22 18:00:00
5439,Чизкейк,2019-03-22 19:00:00
5056,Седьмая октава: Кубок Равноденствия,2019-03-22 20:00:00
5460,Синхронный Кубок Ростова - день 2,2019-03-22 20:00:00
5529,Седьмая октава: Кубок Равноденствия. Лига Наций: Украина,2019-03-22 20:00:00
5531,Седьмая октава: Кубок Равноденствия. Лига Наций: Беларусь,2019-03-22 20:00:00
5532,Седьмая октава: Кубок Равноденствия. Лига Наций: Прибалтика,2019-03-22 20:00:00
5547,Синхрон Открытого кубка Мордовии,2019-03-22 20:00:00
5479,Бужский гард-3,2019-03-22 21:00:00
5483,Синхронный Кубок Зеленограда,2019-03-23 00:00:00
5601,Межфакультетский кубок МГУ. Отбор №4,2019-03-27 19:00:00
5284,Гусарская лига. II сезон. III этап,2019-01-01 20:00:00
5523,Зеркало финала ОЧВР,2019-03-24 17:00:00
5608,Межфакультетский кубок МГУ. Отбор №5,2019-03-29 19:00:00
5562,Высшая лига чемпионата Харьковской области,2019-03-30 14:00:00
5485,Буслик,2019-03-30 12:00:00
5042,Студенческий Кубок княгини Ольги,2019-03-30 12:00:00
5409,Каменный цветок,2019-03-30 10:00:00
5010,Школьный Синхрон-lite. Выпуск 2.4,2019-03-01 12:00:00
5011,(а)Синхрон-lite. Лига старта. Эпизод IV,2019-03-01 12:00:00
5541,Чемпионат МГУ. Открытая лига. Третий игровой день,2019-04-01 19:00:00
5025,Кубок городов,2019-03-29 19:00:00
5492,Кубок соседней галактики. Дельта,2019-03-29 14:00:00
5109,Серия Гран-при. 6 этап. Гран-при Восточной Европы,2019-03-29 19:00:00
5161,Антибинго,2019-03-29 19:00:00
5491,Зеркало чемпионата США,2019-03-29 19:00:00
5500,Синхрон без Посредников. Выпуск 2,2019-03-29 19:00:00
5614,Межфакультетский кубок МГУ. Отбор №6,2019-04-03 19:00:00
5540,Регулярный чемпионат МГУ. Высшая лига. Третий игровой день,2019-04-05 19:00:00
5527,Открытый чемпионат Мальты,2019-04-06 15:00:00
5453,Кубок губернатора Иркутской области,2019-04-06 07:00:00
5538,Чемпионат Беларуси,2019-04-06 14:00:00
5384,Поволжская лига,2019-04-07 12:00:00
5487,Чемпионат Казахстана,2019-04-06 14:00:00
5574,Чемпионат Самары,2019-04-07 11:00:00
5366,Чемпионат Ростовской области,2019-04-07 12:00:00
5569,Кубок Хозяйки Медной горы,2019-04-05 14:00:00
4970,Балтийский Берег. Общий зачёт,2018-10-19 19:05:00
4975,Балтийский Берег. 5 игра,2019-04-05 19:05:00
5154,Синхрон Студенческого Кубка Княгини Ольги,2019-04-05 19:00:00
5432,Крутое пике,2019-04-05 19:00:00
5486,Маленькае люстэрка,2019-04-05 19:00:00
5588,Беларускае люстэрка. Дзень першы.,2019-04-06 19:00:00
5561,Первая лига чемпионата Харьковской области,2019-04-10 14:00:00
5602,Межфакультетский кубок МГУ,2019-04-11 19:00:00
5475,Открытый кубок Дальнего Востока,2019-04-13 03:00:00
5635,Открытый кубок Дальнего Востока (школьный зачёт),2019-04-13 03:00:00
5488,Чемпионат Беларуси среди школьников,2019-04-13 12:00:00
5551,Дилижанские игры,2019-04-12 13:00:00
5609,"Для тех, кто свалился с луны",2019-04-14 11:00:00
5544,Кубок Золотого Кольца России,2019-04-14 13:00:00
5575,Открытый чемпионат БГУИР,2019-04-14 10:00:00
5600,Чемпионат Молдовы,2019-04-14 11:00:00
5573,Чемпионат Азербайджана,2019-04-14 11:00:00
5543,Чемпионат Минска. Лига Б. Тур шестой,2019-04-15 19:00:00
5606,Беларускае люстэрка. Дзень другi,2019-04-12 00:00:00
5548,Открытый Кубок Поволжской Лиги,2019-04-12 18:00:00
5071,Синхрон-lite. Выпуск XXIV. Special edition,2019-04-12 18:55:00
5110,Серия Гран-при. 7 этап. Гран-при России,2019-04-12 19:00:00
5130,Лига Сибири. VI тур.,2019-04-12 19:00:00
5213,Серия Гран-при. Общий зачёт,2018-09-14 19:00:00
5514,Кубок Космонавтики,2019-04-12 19:00:00
5530,Зеркало открытого чемпионата Мальты,2019-04-12 20:00:00
5587,Записки охотника,2019-04-13 12:00:00
5613,Умлаут special: Мюнхен зовёт,2019-04-19 19:00:00
5521,Гран-при Текстильной столицы,2019-04-20 12:00:00
5583,Апрельские тезисы. Онлайн,2019-04-20 14:20:00
5446,Весенний Умлаут,2019-04-20 14:00:00
5576,Чемпионат Латвии,2019-04-20 12:00:00
5632,"Кубок Победы, или Ультиматум - 17 (КВ)",2019-04-20 14:00:00
5386,Студенческий чемпионат России,2019-04-20 12:00:00
5582,Кубок Губернатора Мурманской области,2019-04-20 10:00:00
5599,Чемпионат Туркменистана,2019-04-14 11:00:00
5630,Чемпионат МГУ. Открытая лига. Четвёртый игровой день,2019-04-22 19:00:00
5546,Умлаут speсial: Сова в пабе,2019-04-19 01:00:00
5559,SYN.CHRO,2019-04-19 18:00:00
5412,Серия Premier. Седьмая печать,2019-04-19 19:00:00
5489,Школьнае люстэрка,2019-04-19 19:00:00
5549,Синхрон Мишеля Матвеева,2019-04-19 19:00:00
5065,Восьмая октава: Кода да Винчи,2019-04-20 15:00:00
5579,Восьмая октава: Кода да Винчи. Лига Наций: Украина,2019-04-20 15:00:00
5206,Из Минска с любовью. Этап 6.,2019-04-20 19:00:00
5207,Из Минска с любовью. Общий зачёт.,2018-10-13 19:00:00
5584,Гран-при Бауманки. 4 этап,2019-04-21 09:00:00
5631,Чемпионат МГУ. Высшая лига. Четвёртый игровой день,2019-04-26 19:00:00
5592,Студенческая лига ЧТ,2019-02-16 00:00:00
5660,Первая лига ЧТ,2019-02-16 00:00:00
5291,Чемпионат Москвы. Первая лига,2018-12-15 00:00:00
5607,Чемпионат Эстонии,2019-04-27 12:00:00
5290,Чемпионат Москвы. Высшая лига,2018-12-15 00:00:00
5666,Молодёжный чемпионат Украины,2019-04-27 14:00:00
5449,Кубок Ростова,2019-02-24 00:00:00
5652,Чемпионат Минска. Лига А. Тур шестой,2019-04-29 19:00:00
5000,Чёрная Быль,2019-04-26 18:00:00
5398,ASK-Cup,2019-04-26 18:00:00
5528,Прост!,2019-04-26 18:00:00
5400,Триптих. Весна,2019-04-26 19:00:00
5504,Весенний Синхронный Умлаут,2019-04-26 19:00:00
5563,Линч,2019-04-26 19:00:00
5572,AYNA,2019-04-26 19:00:00
5709,Высшая лига ЧТ,2019-02-15 20:00:00
5461,Синхронный Кубок Ростова - день 3,2019-04-26 20:00:00
5462,Синхронный Кубок Ростова - общий зачёт,2019-02-22 20:00:00
5312,Парный асинхронный турнир ChGK is...,2019-02-14 00:00:00
5338,Geek-ЧГК,2019-04-27 09:00:00
5658,Кубок Югры,2019-05-01 09:00:00
5644,Школьный чемпионат России,2019-05-02 09:00:00
5369,Благородный Дон,2019-05-03 12:00:00
5368,AU,2019-05-03 10:00:00
5298,Нехрустальная Сова,2019-05-02 11:00:00
5443,Vilnius Open,2019-05-04 14:00:00
5448,Чемпионат Великобритании,2019-05-05 13:00:00
5012,Школьный Синхрон-lite. Выпуск 2.5,2019-04-05 12:00:00
5013,(а)Синхрон-lite. Лига старта. Эпизод V,2019-04-05 12:00:00
5689,Школьный Синхрон-lite. Сезон 2,2018-10-01 14:00:00
5155,Студенческий чемпионат Беларуси,2019-05-05 12:00:00
5444,Литовский дивертисмент - III этап,2019-05-03 14:00:00
5276,Уходящая натура,2019-05-03 19:00:00
5537,Полесские хроники,2019-05-03 19:00:00
5558,ТРИОтлон-2,2019-05-03 19:00:00
5611,На несколько вопросов больше,2019-05-03 19:00:00
5623,Мюнхен зовёт,2019-05-03 19:00:00
5617,Месье Баттерфляй,2019-05-04 14:00:00
5533,Саратов,2019-05-09 14:00:00
5424,Чемпионат Германии,2019-05-11 14:00:00
5653,Чемпионат Европы среди школьников,2019-05-11 10:00:00
5524,Чемпионат Финляндии,2019-05-11 18:00:00
5648,sin(CHRON) III,2019-05-08 14:00:00
5671,Чемпионат Минска. Финал,2019-05-13 19:00:00
5445,Veidrodis,2019-05-10 14:00:00
5603,Owl right,2019-05-10 18:00:00
5156,Синхронный студенческий Кубок Беларуси,2019-05-10 19:00:00
5370,Благородный Дон Синхрон,2019-05-10 19:00:00
5645,Школьники - взрослым,2019-05-10 19:00:00
5654,Первое зеркало ЮЧЕ,2019-05-12 10:00:00
5061,Октавы: Гала-турнир,2019-05-11 15:00:00
5638,Октавы: Гала-турнир. Лига Наций: Украина,2019-05-11 15:00:00
5639,Октавы: Гала-турнир. Лига Наций: Беларусь,2019-05-11 15:00:00
5640,Октавы: Гала-турнир. Лига Наций: Прибалтика,2019-05-11 15:00:00
5610,Донат,2019-05-11 18:00:00
5568,Голова профессора Доуэля,2019-03-31 14:00:00
5664,Гран-при МГУ,2019-05-17 19:00:00
5473,Ревельская весна,2019-05-18 14:00:00
5465,Чемпионат России,2019-05-18 12:00:00
5484,Открытый чемпионат Польши,2019-05-18 10:00:00
5637,Чемпионат Кыргызстана,2019-05-19 14:00:00
5691,"Весенний Братский Кубок ""От Винта""",2019-05-20 19:00:00
5636,Кубок Закарпатья,2019-05-17 14:00:00
5655,Второе зеркало ЮЧЕ,2019-05-17 14:00:00
5078,Синхрон-lite. Выпуск XXV,2019-05-17 18:55:00
5433,Топ-1000,2019-05-17 19:00:00
5597,Смоленская крепость,2019-05-17 19:00:00
5604,Золотые огни: часть 1,2019-05-17 19:00:00
5659,Франконские Игры,2019-05-18 18:00:00
5633,Die Hard,2019-05-25 12:00:00
5665,Die Hard 2,2019-05-25 17:25:00
5571,Ultima Tule,2019-05-25 12:00:00
5667,Командум,2019-05-26 12:00:00
5565,Интеллектуальная ворона,2019-05-26 12:00:00
5668,Бесславный Синхрон,2019-05-24 14:00:00
5618,Знатокиада. Эпиграф,2019-05-24 18:00:00
5053,Молодёжный кубок Европы. Этап 2,2019-05-24 19:00:00
5505,Весенний салат,2019-05-24 19:00:00
5605,Золотые огни: часть 2,2019-05-24 19:00:00
5534,Синхрон с человеческим лицом IV,2019-05-24 20:00:00
5285,Гусарская лига. II сезон. IV этап,2019-03-01 20:00:00
5624,Мемориал Диара Туганбаева. Онлайн,2019-06-01 14:20:00
5634,Мемориал Дмитрия Мотрича,2019-06-01 12:00:00
5674,Чемпионат Израиля,2019-06-01 16:00:00
5679,Чемпионат Караганды,2019-06-02 08:00:00
5656,БЛИК,2019-06-01 14:00:00
5661,Чемпионат Канады,2019-06-01 14:30:00
5739,Кубок Интигры,2019-06-02 12:00:00
5185,Игра Первопрестольной. Четвёртый сезон,2019-06-01 12:30:00
5720,Олимпийский кубок Азербайджана,2019-06-02 10:00:00
5680,Зеркало Ревельской весны,2019-05-30 14:00:00
5509,Синхрон-lite. Выпуск XXVI. Побег из Алькатраса,2019-05-31 18:55:00
5413,Серия Premier. Дверь в лето,2019-05-31 19:00:00
5594,Кубок чемпионов,2019-05-31 19:00:00
5683,Зеркало Интеллектуальной вороны,2019-05-31 19:00:00
5508,(а)Синхрон-lite. Лига старта. Эпизод XXL,2019-05-06 10:00:00
5625,Гран-при Бауманки. 5 этап,2019-06-02 00:00:00
5589,Боровские муралы,2019-06-08 12:30:00
5721,Caspian Cup,2019-06-09 12:00:00
5749,Чемпионат Кипра среди школьников,2019-06-09 16:00:00
5506,Открытый Чемпионат Берлина,2019-06-08 14:00:00
5686,"Хороший, плохой, синхрон",2019-06-07 17:00:00
5495,Столикий синхрон,2019-06-07 19:00:00
5598,Лёгкий Смоленск,2019-06-07 19:00:00
5657,БЛИК-23. Синхрон,2019-06-07 19:00:00
5676,Зеркало мемориала Дмитрия Мотрича,2019-06-07 19:00:00
5476,Ивантеллект,2019-06-08 14:00:00
5621,Berlin Alexanderplatz,2019-06-08 18:00:00
5723,Открытый чемпионат Швейцарии,2019-06-15 11:00:00
5737,Кубок Хазарии,2019-06-14 17:00:00
5401,Триптих. Лето,2019-06-14 19:00:00
5615,Квизобрейн,2019-06-14 19:00:00
5622,Berlin Brandenburger Tor,2019-06-14 19:00:00
